bodyPart,equipment,gifUrl,id,name,target
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Es5oZadx22Eb6w,3315,full maltese,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/nJ+oiY=fR5inNh,3299,full planche,abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OzW7ENlcLExSXV,3327,full planche push-up,pectorals
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OzBa87nUJMcKko,0466,gironda sternum chin,lats
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/4CjzYWPcdtkEKp,3561,glute bridge march,glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/n9ey6G1-zkF10v,3523,glute bridge two legs on bench (male),glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/8zW6-IATm-v0-l,3193,glute-ham raise,hamstrings
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/XgQDSQQqxf+nz9,0467,gorilla chin,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/pHZmaN04fx2yZa,0469,groin crunch,abs
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/nVZaMyiOSF_O1S,1383,hack calf raise,calves
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z0BwpUMLBIH-Ix,1384,hack one leg calf raise,calves
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/x=jqu0B8tHT6UJ,3221,half knee bends (male),cardiovascular system
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/wDmb8M+kWOylIh,3202,half sit-up (male),abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/j0IJGtkMeERCME,1511,hamstring stretch,hamstrings
chest,upper body ergometer,https://edbv2-ff7foj6vca-uc.a.run.app/image/Jtm7WsP_SILdhD,2139,hands bike,pectorals
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/6Y6_eC34qXdeI3,3218,hands clasped circular toe touch (male),glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/aiJNatIcdFO4OB,3215,hands reversed clasped circular toe touch (male),glutes
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/2pbzfjRipgs=ci,3302,handstand,triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-3CCMRB+bH_aep,0471,handstand push-up,triceps
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/+I302E-UDtyqHd,1764,hanging leg hip raise,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/0JhbCO2X76S+kl,0472,hanging leg raise,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/IUnQWQEqPP64Ol,1761,hanging oblique knee raise,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/zVt-1v_=fbB5mU,0473,hanging pike,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Yyde2PBCN3_aPD,0474,hanging straight leg hip raise,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/JM4saGnlKwvxp2,0475,hanging straight leg raise,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-2-LU4Z_r6lEPj,0476,hanging straight twisting leg hip raise,abs
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/itfwI8pFHxk9zH,3636,high knee against wall,cardiovascular system
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/vNbZbl85AvmMHP,0484,hip raise (bent knee),abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/gXvSF5VJZEtgmo,1418,hug keens to chest,glutes
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/i6jf9K7VXsAJxb,3234,hyght dumbbell fly,pectorals
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZnfAYrKRikeYrt,0489,hyperextension,spine
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/hfXmxA3yS5kpYH,0488,hyperextension (on bench),spine
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/42SXG9Kud3Ry1O,3289,impossible dips,triceps
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/o=U4LiLMQ806qL,1471,inchworm,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/kPot=O6rNCUJ8k,3698,inchworm v. 2,abs
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/9-EQBeSputqQwF,0490,incline close-grip push-up,triceps
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/wrNS+tckj1I9Lq,0491,incline leg hip raise (leg straight),abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/EDMeb3IgeXtwO9,0492,incline push up depth jump,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/w-Hvf+Kb1sBVVi,0493,incline push-up,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/L7t+lPrMQNOMne,3785,incline push-up (on box),pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/cgutE2_HuY+9Dt,0494,incline reverse grip push-up,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZZED3i7+SqNX1P,3011,incline scapula push up,serratus anterior
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/VmdvIE6=rTxlYw,0495,incline twisting sit-up,abs
upper legs,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/ttc03xfEO2bTi8,1564,intermediate hip flexor and quad stretch,quads
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/LdFgaUuwqbYRcx,0496,inverse leg curl (bench support),hamstrings
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_tN=ZsoVNRfK-A,2400,inverse leg curl (on pull-up cable machine),hamstrings
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/juJr+UhCwxi1_8,0499,inverted row,upper back
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/W9nwA_n+V6_4i2,2300,inverted row bent knees,upper back
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OJRXrDlksm-tgo,2298,inverted row on bench,upper back
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Xf+nYFExltorp3,0497,inverted row v. 2,upper back
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/AQUcRw3Ii9LphZ,0498,inverted row with straps,upper back
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/EEK+jEGND5uFwy,1419,iron cross stretch,glutes
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/yhH92+9=HHxbzN,1297,isometric chest squeeze,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/vtl31GWrX54U3F,0500,isometric wipers,pectorals
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/yjBnc+QwODv6Kk,0501,jack burpee,cardiovascular system
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_8G3EnK9uxC=9f,3224,jack jump (male),cardiovascular system
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/oFLTzoP0keAYR+,0507,jackknife sit-up,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/CE+eH7f0S+nJzR,0508,janda sit-up,abs
cardio,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/qR=2DVCVroKMWd,2612,jump rope,cardiovascular system
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/MoqF=B3pAsBCI7,0514,jump squat,glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/6mulzS-w86df3u,0513,jump squat v. 2,glutes
waist,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/C_-2VzKEnYVfut,0517,kettlebell advanced windmill,abs
lower arms,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/GGMU8QH5v0deQs,0518,kettlebell alternating hang clean,forearms
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/8jnFIHkjVXtN4P,0520,kettlebell alternating press,delts
chest,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/TtbjDVrL6Qzi6v,0519,kettlebell alternating press on floor,pectorals
back,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/EwYCYsPeEx82sL,0521,kettlebell alternating renegade row,upper back
back,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/GOw-SHaA5P4NXt,0522,kettlebell alternating row,upper back
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Dd34UNQw5wb4Ju,0523,kettlebell arnold press,delts
waist,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/945wmkcjg2RuDs,0524,kettlebell bent press,abs
upper arms,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/SGih24vVDzqL2F,0525,kettlebell bottoms up clean from the hang position,biceps
upper arms,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Q1Xp1nbpoOxGZH,0526,kettlebell double alternating hang clean,biceps
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/e46qEmtZ7NfuXb,0527,kettlebell double jerk,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/eq1COpkORc+1di,0528,kettlebell double push press,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/nzSfQasUnBX+BB,0529,kettlebell double snatch,delts
waist,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/nYaBjJnJZMRb_c,0530,kettlebell double windmill,abs
chest,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/F08lZLqRQPjy8G,0531,kettlebell extended range one arm press on floor,pectorals
waist,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/i5h-xBWjBw1NaA,0532,kettlebell figure 8,abs
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/aTg1KSqIvBEaC4,0533,kettlebell front squat,glutes
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+LQ0X-8GGeJNC7,0534,kettlebell goblet squat,glutes
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZeROYBivogFTs+,0535,kettlebell hang clean,hamstrings
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z73Fg=FHnf-A5f,0536,kettlebell lunge pass through,glutes
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/GNs6jRqHqSvL-G,0537,kettlebell one arm clean and jerk,delts
chest,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WtGcMna9RJW2Vm,1298,kettlebell one arm floor press,pectorals
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/oCfQKXi4xzSR7p,0538,kettlebell one arm jerk,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/hlK6tgZa+7Q+h8,0539,kettlebell one arm military press to the side,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/trai3xq=CUgwTm,0540,kettlebell one arm push press,delts
back,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/2wpEP9OWX87i=j,0541,kettlebell one arm row,upper back
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Fo215mrU+K9nu3,0542,kettlebell one arm snatch,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/tYaBLL6JSEToH6,0543,kettlebell pirate supper legs,delts
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sT-tgO6LO4syAk,0544,kettlebell pistol squat,glutes
chest,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/OlHDH3jpEnzIaA,0545,kettlebell plyo push-up,pectorals
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/PaW7PiKR1wnhpQ,0546,kettlebell seated press,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xRiHw4lwRNekb8,1438,kettlebell seated two arm military press,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/UfCzW_uyajziYH,0547,kettlebell seesaw press,delts
back,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/s4yZHUEEDPpIlU,0548,kettlebell sumo high pull,traps
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/b0Bxp2qtzp-6G1,0549,kettlebell swing,glutes
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/B_rI=U9ta5d_8y,0550,kettlebell thruster,delts
upper legs,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/18k2fZtOmwHOcG,0551,kettlebell turkish get up (squat style),glutes
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/3nl+GIWJxBgBOI,0552,kettlebell two arm clean,delts
shoulders,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/taW_LbHpEn7Mmn,0553,kettlebell two arm military press,delts
back,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/NFB2DuoP=PMZwB,1345,kettlebell two arm row,upper back
waist,kettlebell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5YA=gcvz=_KzSx,0554,kettlebell windmill,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/H9kFnPfk1jiWNt,0555,kick out sit,hamstrings
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/hUC6v0-tca-awF,0558,kipping muscle up,lats
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/uEmIGWcDugzF2i,3640,knee touch crunch,abs
upper legs,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0qPQK3soXQ8P_E,1420,kneeling jump squat,glutes
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/7qcFT8UEX+VAl4,1346,kneeling lat stretch,lats
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Fgf6IZ6LYZYRIu,3239,kneeling plank tap shoulder (male),abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Sa-H6HAZ7Koi3C,3211,kneeling push-up (male),pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-jcH1fhtW7b+1g,3288,korean dips,pectorals
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/14SQDSmcIOG-Hv,3418,l-pull-up,lats
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Qh6z9po+UzTr9Z,3419,l-sit on floor,abs
waist,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/qncUIgyJGqARsE,0562,landmine 180,abs
shoulders,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/9YVApdiGQBbD9v,3237,landmine lateral raise,delts
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/WZIfhNBOXCq3b3,3300,lean planche,abs
shoulders,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/nVQ3hx9RlYqbD6,2271,left hook. boxing,delts
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/k84a_DwJ4cAJ-L,0570,leg pull in flat bench,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/9EfK20aY4EsqDe,1576,leg up hamstring stretch,hamstrings
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/w3bs0dHzjMmm9a,2287,lever alternate leg press ,quads
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/W=-e0wV7ztB7ia,0571,lever alternating narrow grip seated row ,upper back
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/29b9Z1X7Flrvxa,0572,lever assisted chin-up,lats
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/W2f5T1DNh7uFY8,0573,lever back extension,spine
back,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/HkvhVUk4MPG48w,0574,lever bent over row ,upper back
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/_vh9iwyi-GF_kA,3200,lever bent-over row with v-bar ,upper back
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/3c0xmeR9StfCWR,0575,lever bicep curl,biceps
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z3DhCXPJH1wyaA,2289,lever calf press ,calves
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/lMMa0a7iJFNn8B,0577,lever chest press,pectorals
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/J4tFgQWypNz7ff,0576,lever chest press ,pectorals
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/EaSeQaSqIFXdVM,0578,lever deadlift ,glutes
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/rS_dkjYhXKDDYR,1300,lever decline chest press,pectorals
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Hl2+cXSCLIKQYI,1253,lever donkey calf raise,calves
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZdTnv1-PvkLSQZ,0579,lever front pulldown,lats
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/JHZ38GpNC5Pvok,0580,lever gripless shrug,traps
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/ge1_VuEMn-cJ-2,1439,lever gripless shrug v. 2,traps
lower arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/B1-UJruHzQP0ZA,2288,lever gripper hands ,forearms
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/WduIiWAuepG25C,1615,lever hammer grip preacher curl,biceps
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/5ufpEvff=vrgkp,0581,lever high row ,upper back
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/nccdYgCx0ctDVp,2286,lever hip extension v. 2,glutes
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/AO5lA3+u2yg1pW,2611,lever horizontal one leg press,glutes
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/VM4GsMo9CiJAtG,1299,lever incline chest press,pectorals
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/KojXwizkU7Bgj8,1479,lever incline chest press v. 2,pectorals
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/48CAHNOVEnUOsi,0582,lever kneeling leg curl ,hamstrings
waist,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/QCN9Z7hUj1dG8W,0583,lever kneeling twist,abs
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/rhclSXR+qxx9=9,0584,lever lateral raise,delts
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/qSoAcocqFmwEMb,0585,lever leg extension,quads
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/v5IGxBiWHXtT0E,0586,lever lying leg curl,hamstrings
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/ukzSwoKVcwbV2A,3195,lever lying two-one leg curl,hamstrings
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z=OaVBXpW=mB7T,0587,lever military press ,delts
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/pCiVT=MIcmvhE+,0588,lever narrow grip seated row ,upper back
back,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/tO1HfF=sFq_Zox,0589,lever one arm bent over row ,upper back
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/9Exn7IR_0rZh+E,1356,lever one arm lateral high row,upper back
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/cCvC4x-TVpc2eh,1347,lever one arm lateral wide pulldown ,lats
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/i-6cmMkiX3_9E0,0590,lever one arm shoulder press ,delts
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/8PfaL1lD2eik24,0591,lever overhand triceps dip,triceps
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZAr7Eq63x=KhpG,0592,lever preacher curl,biceps
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/FU7EZ8g4QoeHVu,1614,lever preacher curl v. 2,biceps
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/+eSo=cj5DC-pqQ,2285,lever pullover ,lats
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/cW4pIPaJFnLeVC,2736,lever reverse grip lateral pulldown ,lats
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/G1J=waB3f-NRAJ,1616,lever reverse grip preacher curl,biceps
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/dEmfamQMSIlhnU,1348,lever reverse grip vertical row,upper back
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/zijk1LFfh-F_RN,0593,lever reverse hyperextension ,glutes
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/wLBY7HIiu5V7d4,1349,lever reverse t-bar row,upper back
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/C=VJUTp7UhwWA0,2315,lever rotary calf,calves
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/dgWPcZiaRIKTOk,2335,lever seated calf press,calves
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/_7_Bg9LE1iRnj=,0594,lever seated calf raise ,calves
waist,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/oGmYjSLRxslqKY,1452,lever seated crunch,abs
waist,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Yhu103H9i3zGG6,0595,lever seated crunch (chest pad),abs
waist,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/jfQpn6w2gal5V5,3760,lever seated crunch v. 2,abs
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/lhRRBbDCa9DfB_,1451,lever seated dip,triceps
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/V7Hrsp_hRqdDyZ,0596,lever seated fly,pectorals
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/8C5cI+nVqHub4L,3759,lever seated good morning,glutes
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/gqReDNY6glKzQG,0597,lever seated hip abduction,abductors
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/KVgtjTN+0SWgiJ,0598,lever seated hip adduction,adductors
upper legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/f99Pd0cQBcY=Z3,0599,lever seated leg curl,hamstrings
waist,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/IcH=RDwvBJ_P8q,0600,lever seated leg raise crunch ,abs
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/4BnPjy71OChGb_,0602,lever seated reverse fly,delts
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Q6JsizH+bHc2_T,0601,lever seated reverse fly (parallel grip),delts
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/DAKdySJVZil3MC,1350,lever seated row,upper back
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Ah8DE8I45ey_5s,1385,lever seated squat calf raise on leg press machine,calves
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/HzLZ-TGZubrssP,0603,lever shoulder press ,delts
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/MDYUmfL2ZoQcaF,0869,lever shoulder press  v. 2,delts
shoulders,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/ScXlx-QZmvGvjQ,2318,lever shoulder press  v. 3,delts
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/3gJFmF5fncRSXx,0604,lever shrug ,traps
lower legs,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/qsgw0ZmLJW5fKp,0605,lever standing calf raise,calves
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/DwylfQ0CGpBw7P,3758,lever standing chest press,pectorals
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/78A7maH9wHcWGw,0606,lever t bar row ,upper back
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/v5wBet95A60e1q,1351,lever t-bar reverse grip row,upper back
upper arms,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/3IF9WyfDUS7X8J,0607,lever triceps extension,triceps
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/OUCn3VSrjY4yDv,1313,lever unilateral row,upper back
back,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/mpgHi55+jZeFOH,0609,london bridge,upper back
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/7ujVHXR9xmtyyK,3013,low glute bridge on floor,glutes
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/4SqU6ISgljGURE,1352,lower back curl,spine
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/RUQSfQsM658XEr,3582,lunge with jump,glutes
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OqJ3jZkpiklKaO,1688,lunge with twist,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/c9T6cO+0I-+6hr,0613,lying (side) quads stretch,quads
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OwUDCXrOPW7HGW,2312,lying elbow to knee,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/h0HF+X9qOj8Ui2,0620,lying leg raise flat bench,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/=dfJdK7lKnczRD,0865,lying leg-hip raise,abs
chest,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/b7ENi3sacPktgT,1301,machine inner chest press,pectorals
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/btGidmCMxuY8IT,0624,march sit (wall),glutes
back,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/kYFHgVb=grw6IE,1353,medicine ball catch and overhead throw,lats
chest,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/lRaAKyJQnRwzWU,1302,medicine ball chest pass,pectorals
chest,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/14KUCCp5R6P6o8,1303,medicine ball chest push from 3 point stance,pectorals
chest,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/Xq=0sQ92k86XnU,1304,medicine ball chest push multiple response,pectorals
chest,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/VhRPL=XRGTCJhP,1305,medicine ball chest push single response,pectorals
chest,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/I+6E6pwCHqqf+P,1312,medicine ball chest push with run release,pectorals
upper arms,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/mbFoedF01R2Wme,1701,medicine ball close grip push up,triceps
